Collection Date,Tick ID,Life Stage ,Sex,Site,Combined ID,Day,Quested?,Max Height Quested (cm),Questing Height Average,Total Time Spent Questing,Average Duration Spent on a quest (sec),Infection Status ,Bacterial Species ,Notes,
6/8/2020,MS14,Nymph,NA,MS,43990 MS14,Day 1,No,0,0,0,0,Negative ,,,
6/8/2020,MS14,Nymph,NA,MS,43990 MS14,Day 2,Yes,18,14,5,2.5,Negative ,,,
6/8/2020,MS14,Nymph,NA,MS,43990 MS14,Day 3,Yes,35,32.7,42,14,Negative ,,,
6/15/2020,SF1,Nymph,NA,SF,43997 SF1,Day 1,Yes,22,22,69,69,Negative ,,,
6/15/2020,SF1,Nymph,NA,SF,43997 SF1,Day 2,No,0,0,0,0,Negative ,,,
6/15/2020,SF1,Nymph,NA,SF,43997 SF1,Day 3,Yes,43,34.3,65,21.7,Negative ,,,
6/15/2020,SF2,Adult,Female,SF,43997 SF2,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
6/15/2020,SF2,Adult,Female,SF,43997 SF2,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
6/15/2020,SF2,Adult,Female,SF,43997 SF2,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
6/15/2020,SF3,Nymph,NA,SF,43997 SF3,Day 1,Yes,48,33.4,308,38.5,Negative ,,,
6/15/2020,SF3,Nymph,NA,SF,43997 SF3,Day 2,No,0,0,0,0,Negative ,,,
6/15/2020,SF3,Nymph,NA,SF,43997 SF3,Day 3,No,0,0,0,0,Negative ,,,
6/15/2020,SF4,Nymph,NA,SF,43997 SF4,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
6/15/2020,SF4,Nymph,NA,SF,43997 SF4,Day 2,Yes,55,46.5,37,18.5,Positive,R. amblyommatis,,
6/15/2020,SF4,Nymph,NA,SF,43997 SF4,Day 3,Yes,22,22,26,26,Positive,R. amblyommatis,,
6/15/2020,SF5,Nymph,NA,SF,43997 SF5,Day 1,No,0,0,0,0,Negative ,,,
6/15/2020,SF5,Nymph,NA,SF,43997 SF5,Day 2,No,0,0,0,0,Negative ,,,
6/15/2020,SF5,Nymph,NA,SF,43997 SF5,Day 3,Yes,34,21.6,259,51.8,Negative ,,,
6/15/2020,SF6,Nymph,NA,SF,43997 SF6,Day 1,Yes,55,49.5,23,11.5,Negative ,,,
6/15/2020,SF6,Nymph,NA,SF,43997 SF6,Day 2,Yes,55,45.4,102,14.6,Negative ,,,
6/15/2020,SF6,Nymph,NA,SF,43997 SF6,Day 3,No,0,0,0,0,Negative ,,,
6/15/2020,SF7,Adult,Female,SF,43997 SF7,Day 1,Yes,55,37,13,6.5,Negative ,,,
6/15/2020,SF7,Adult,Female,SF,43997 SF7,Day 2,No,0,0,0,0,Negative ,,,
6/15/2020,SF7,Adult,Female,SF,43997 SF7,Day 3,No,0,0,0,0,Negative ,,,
6/15/2020,SF8,Nymph,NA,SF,43997 SF8,Day 1,Yes,55,33,155,77.5,Negative ,,,
6/15/2020,SF8,Nymph,NA,SF,43997 SF8,Day 2,No,0,0,0,0,Negative ,,,
6/15/2020,SF8,Nymph,NA,SF,43997 SF8,Day 3,No,0,0,0,0,Negative ,,,
6/15/2020,SF9,Nymph,NA,SF,43997 SF9,Day 1,No,0,0,0,0,Negative ,,,
6/15/2020,SF9,Nymph,NA,SF,43997 SF9,Day 2,Yes,55,46,145,36.3,Negative ,,,
6/15/2020,SF9,Nymph,NA,SF,43997 SF9,Day 3,No,0,0,0,0,Negative ,,,
6/15/2020,SF10,Nymph,NA,SF,43997 SF10,Day 1,No,0,0,0,0,Negative ,,,
6/15/2020,SF10,Nymph,NA,SF,43997 SF10,Day 2,Yes,15,15,3,3,Negative ,,,
6/15/2020,SF10,Nymph,NA,SF,43997 SF10,Day 3,Yes,16,16,27,27,Negative ,,,
6/15/2020,SF11,Nymph,NA,SF,43997 SF11,Day 1,No,0,0,0,0,Negative ,,,
6/15/2020,SF11,Nymph,NA,SF,43997 SF11,Day 2,No,0,0,0,0,Negative ,,,
6/15/2020,SF11,Nymph,NA,SF,43997 SF11,Day 3,No,0,0,0,0,Negative ,,,
6/15/2020,SF12,Adult,Female,SF,43997 SF12,Day 1,Yes,55,32,18,9,Negative ,,,
6/15/2020,SF12,Adult,Female,SF,43997 SF12,Day 2,Yes,55,34.8,32,6.4,Negative ,,,
6/15/2020,SF12,Adult,Female,SF,43997 SF12,Day 3,Yes,51,51,3,3,Negative ,,,
6/15/2020,SF13,Nymph,NA,SF,43997 SF13,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
6/15/2020,SF13,Nymph,NA,SF,43997 SF13,Day 2,Yes,45,35.5,438,219,Positive,R. amblyommatis,,
6/15/2020,SF13,Nymph,NA,SF,43997 SF13,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
6/15/2020,SF14,Nymph,NA,SF,43997 SF14,Day 1,Yes,21,15.5,66,33,Negative ,,,
6/15/2020,SF14,Nymph,NA,SF,43997 SF14,Day 2,No,0,0,0,0,Negative ,,,
6/15/2020,SF14,Nymph,NA,SF,43997 SF14,Day 3,No,0,0,0,0,Negative ,,,
6/15/2020,SF15,Nymph,NA,SF,43997 SF15,Day 1,Yes,52,34.2,177,29.5,Positive,R. amblyommatis,,
6/15/2020,SF15,Nymph,NA,SF,43997 SF15,Day 2,Yes,17,17,6,6,Positive,R. amblyommatis,,
6/15/2020,SF15,Nymph,NA,SF,43997 SF15,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
6/15/2020,SF16,Nymph,NA,SF,43997 SF16,Day 1,Yes,55,40,8,4,Positive,R. amblyommatis,,
6/15/2020,SF16,Nymph,NA,SF,43997 SF16,Day 2,Yes,55,45,21,7,Positive,R. amblyommatis,,
6/15/2020,SF16,Nymph,NA,SF,43997 SF16,Day 3,Yes,35,35,2,2,Positive,R. amblyommatis,,
6/15/2020,SF17,Adult,Female,SF,43997 SF17,Day 1,Yes,55,47,245,122.5,Positive,R. amblyommatis,,
6/15/2020,SF17,Adult,Female,SF,43997 SF17,Day 2,Yes,55,55,485,242.5,Positive,R. amblyommatis,,
6/15/2020,SF17,Adult,Female,SF,43997 SF17,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
6/15/2020,SF18,Nymph,NA,SF,43997 SF18,Day 1,Yes,55,55,73,36.5,Negative ,,,
6/15/2020,SF18,Nymph,NA,SF,43997 SF18,Day 2,Yes,55,40.3,133,14.8,Negative ,,,
6/15/2020,SF18,Nymph,NA,SF,43997 SF18,Day 3,Yes,55,45.8,190,23.8,Negative ,,,
6/15/2020,SF19,Nymph,NA,SF,43997 SF19,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
6/15/2020,SF19,Nymph,NA,SF,43997 SF19,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
6/15/2020,SF19,Nymph,NA,SF,43997 SF19,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
6/15/2020,SF20,Adult,Male,SF,43997 SF20,Day 1,No,0,0,0,0,Negative ,,,
6/15/2020,SF20,Adult,Male,SF,43997 SF20,Day 2,No,0,0,0,0,Negative ,,,
6/15/2020,SF20,Adult,Male,SF,43997 SF20,Day 3,No,0,0,0,0,Negative ,,,
6/15/2020,SF21,Nymph,NA,SF,43997 SF21,Day 1,No,0,0,0,0,Negative ,,,
6/15/2020,SF21,Nymph,NA,SF,43997 SF21,Day 2,No,0,0,0,0,Negative ,,,
6/15/2020,SF21,Nymph,NA,SF,43997 SF21,Day 3,No,0,0,0,0,Negative ,,,
6/15/2020,SF22,Adult,Male,SF,43997 SF22,Day 1,Yes,28,22.5,6,3,Negative ,,,
6/15/2020,SF22,Adult,Male,SF,43997 SF22,Day 2,No,0,0,0,0,Negative ,,,
6/15/2020,SF22,Adult,Male,SF,43997 SF22,Day 3,Yes,10,10,6,6,Negative ,,,
6/15/2020,SF23,Nymph,NA,SF,43997 SF23,Day 1,No,0,0,0,0,Negative ,,,
6/15/2020,SF23,Nymph,NA,SF,43997 SF23,Day 2,No,0,0,0,0,Negative ,,,
6/15/2020,SF23,Nymph,NA,SF,43997 SF23,Day 3,Yes,41,36.5,17,8.5,Negative ,,,
6/15/2020,SF24,Nymph,NA,SF,43997 SF24,Day 1,No,0,0,0,0,Negative ,,,
6/15/2020,SF24,Nymph,NA,SF,43997 SF24,Day 2,No,0,0,0,0,Negative ,,,
6/15/2020,SF24,Nymph,NA,SF,43997 SF24,Day 3,No,0,0,0,0,Negative ,,,
6/15/2020,SF25,Adult,Male,SF,43997 SF25,Day 1,No,0,0,0,0,Negative ,,,
6/15/2020,SF25,Adult,Male,SF,43997 SF25,Day 2,Yes,55,41.7,29,9.7,Negative ,,,
6/15/2020,SF25,Adult,Male,SF,43997 SF25,Day 3,Yes,55,51.7,44,11,Negative ,,,
7/3/2020,SR1,Adult,Female,SR,44015 SR1,Day 1,No,0,0,0,0,Negative ,,,
7/3/2020,SR1,Adult,Female,SR,44015 SR1,Day 2,No,0,0,0,0,Negative ,,,
7/3/2020,SR1,Adult,Female,SR,44015 SR1,Day 3,No,0,0,0,0,Negative ,,,
7/3/2020,SR2,Adult,Male,SR,44015 SR2,Day 1,No,0,0,0,0,Negative ,,,
7/3/2020,SR2,Adult,Male,SR,44015 SR2,Day 2,No,0,0,0,0,Negative ,,,
7/3/2020,SR2,Adult,Male,SR,44015 SR2,Day 3,No,0,0,0,0,Negative ,,,
7/3/2020,SR3,Adult,Female,SR,44015 SR3,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
7/3/2020,SR3,Adult,Female,SR,44015 SR3,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
7/3/2020,SR3,Adult,Female,SR,44015 SR3,Day 3,Yes,55,29.2,381,76.2,Positive,R. amblyommatis,,
7/3/2020,SR4,Adult,Female,SR,44015 SR4,Day 1,Yes,29,25,13,6.5,Negative ,,,
7/3/2020,SR4,Adult,Female,SR,44015 SR4,Day 2,Yes,55,55,23,23,Negative ,,,
7/3/2020,SR4,Adult,Female,SR,44015 SR4,Day 3,No,0,0,0,0,Negative ,,,
7/3/2020,SR5,Adult,Female,SR,44015 SR5,Day 1,Yes,55,32.2,394,78.8,Negative ,,,
7/3/2020,SR5,Adult,Female,SR,44015 SR5,Day 2,No,0,0,0,0,Negative ,,,
7/3/2020,SR5,Adult,Female,SR,44015 SR5,Day 3,Yes,33,27.7,165,55,Negative ,,,
7/3/2020,SR6,Adult,Female,SR,44015 SR6,Day 1,Yes,37,34.5,8,4,Negative ,,,
7/3/2020,SR6,Adult,Female,SR,44015 SR6,Day 2,No,0,0,0,0,Negative ,,,
7/3/2020,SR6,Adult,Female,SR,44015 SR6,Day 3,No,0,0,0,0,Negative ,,,
7/3/2020,SR7,Adult,Female,SR,44015 SR7,Day 1,No,0,0,0,0,Negative ,,,
7/3/2020,SR7,Adult,Female,SR,44015 SR7,Day 2,No,0,0,0,0,Negative ,,,
7/3/2020,SR7,Adult,Female,SR,44015 SR7,Day 3,Yes,55,41,73,24.3,Negative ,,,
7/3/2020,SR8,Nymph,NA,SR,44015 SR8,Day 1,Yes,11,11,9,9,Negative ,,,
7/3/2020,SR8,Nymph,NA,SR,44015 SR8,Day 2,No,0,0,0,0,Negative ,,,
7/3/2020,SR8,Nymph,NA,SR,44015 SR8,Day 3,Yes,42,41.5,284,142,Negative ,,,
7/3/2020,SR9,Adult,Female,SR,44015 SR9,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
7/3/2020,SR9,Adult,Female,SR,44015 SR9,Day 2,Yes,55,41,76,15.2,Positive,R. amblyommatis,,
7/3/2020,SR9,Adult,Female,SR,44015 SR9,Day 3,Yes,55,55,9,9,Positive,R. amblyommatis,,
7/3/2020,SR10,Adult,Female,SR,44015 SR10,Day 1,Yes,55,46.8,13,3.3,Positive,R. amblyommatis,,
7/3/2020,SR10,Adult,Female,SR,44015 SR10,Day 2,Yes,32,19.3,213,53.3,Positive,R. amblyommatis,,
7/3/2020,SR10,Adult,Female,SR,44015 SR10,Day 3,Yes,55,34.3,157,17.4,Positive,R. amblyommatis,,
7/3/2020,SR11,Nymph,NA,SR,44015 SR11,Day 1,No,0,0,0,0,Negative ,,,
7/3/2020,SR11,Nymph,NA,SR,44015 SR11,Day 2,No,0,0,0,0,Negative ,,,
7/3/2020,SR11,Nymph,NA,SR,44015 SR11,Day 3,No,0,0,0,0,Negative ,,,
7/3/2020,SR12,Adult,Female,SR,44015 SR12,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
7/3/2020,SR12,Adult,Female,SR,44015 SR12,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
7/3/2020,SR12,Adult,Female,SR,44015 SR12,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
7/3/2020,SR13,Adult,Female,SR,44015 SR13,Day 1,No,0,0,0,0,Negative ,,,
7/3/2020,SR13,Adult,Female,SR,44015 SR13,Day 2,No,0,0,0,0,Negative ,,,
7/3/2020,SR13,Adult,Female,SR,44015 SR13,Day 3,Yes,7,7,5,5,Negative ,,,
7/3/2020,SR14,Adult,Female,SR,44015 SR14,Day 1,Yes,38,33.8,500,125,Positive,R. amblyommatis,,
7/3/2020,SR14,Adult,Female,SR,44015 SR14,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
7/3/2020,SR14,Adult,Female,SR,44015 SR14,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
7/3/2020,SR15,Adult,Female,SR,44015 SR15,Day 1,Yes,49,37.3,253,42.2,Positive,R. amblyommatis,,
7/3/2020,SR15,Adult,Female,SR,44015 SR15,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
7/3/2020,SR15,Adult,Female,SR,44015 SR15,Day 3,Yes,3,2,213,106.5,Positive,R. amblyommatis,,
7/3/2020,SR16,Adult,Female,SR,44015 SR16,Day 1,No,0,0,0,0,Positive,Ehrlichia chaffeensis,,
7/3/2020,SR16,Adult,Female,SR,44015 SR16,Day 2,No,0,0,0,0,Positive,Ehrlichia chaffeensis,,
7/3/2020,SR16,Adult,Female,SR,44015 SR16,Day 3,No,0,0,0,0,Positive,Ehrlichia chaffeensis,,
7/3/2020,SR17,Adult,Male,SR,44015 SR17,Day 1,No,0,0,0,0,Negative ,,,
7/3/2020,SR17,Adult,Male,SR,44015 SR17,Day 2,Yes,12,8,360,120,Negative ,,,
7/3/2020,SR17,Adult,Male,SR,44015 SR17,Day 3,No,0,0,0,0,Negative ,,,
7/3/2020,SR18,Adult,Male,SR,44015 SR18,Day 1,Yes,26,26,5,5,Negative ,,,
7/3/2020,SR18,Adult,Male,SR,44015 SR18,Day 2,No,0,0,0,0,Negative ,,,
7/3/2020,SR18,Adult,Male,SR,44015 SR18,Day 3,No,0,0,0,0,Negative ,,,
7/10/2020,CW1,Adult,female,CW,44022 CW1,Day 1,Yes,55,29,71,35.5,Negative ,,,
7/10/2020,CW1,Adult,female,CW,44022 CW1,Day 2,Yes,44,24.3,423,70.5,Negative ,,,
7/10/2020,CW1,Adult,female,CW,44022 CW1,Day 3,Yes,55,39.2,175,35,Negative ,,,
7/10/2020,CW2,Adult,male,CW,44022 CW2,Day 1,No,0,0,0,0,Negative ,,,
7/10/2020,CW2,Adult,male,CW,44022 CW2,Day 2,No,0,0,0,0,Negative ,,,
7/10/2020,CW2,Adult,male,CW,44022 CW2,Day 3,No,0,0,0,0,Negative ,,,
7/10/2020,CW3,Adult,female,CW,44022 CW3,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
7/10/2020,CW3,Adult,female,CW,44022 CW3,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
7/10/2020,CW3,Adult,female,CW,44022 CW3,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
7/10/2020,CW4,Adult,female,CW,44022 CW4,Day 1,Yes,35,18,6,3,Negative ,,,
7/10/2020,CW4,Adult,female,CW,44022 CW4,Day 2,Yes,55,47.6,200,22.2,Negative ,,,
7/10/2020,CW4,Adult,female,CW,44022 CW4,Day 3,Yes,55,48.6,291,29.1,Negative ,,,
7/10/2020,CW5,Adult,male,CW,44022 CW5,Day 1,No,0,0,0,0,Negative ,,,
7/10/2020,CW5,Adult,male,CW,44022 CW5,Day 2,Yes,31,11.5,287,47.8,Negative ,,,
7/10/2020,CW5,Adult,male,CW,44022 CW5,Day 3,Yes,27,27,2,2,Negative ,,,
7/13/2020,CW1,Nymph,NA,CW,44025 CW1,Day 1,Yes,35,25.5,385,96.3,Negative ,,,
7/13/2020,CW1,Nymph,NA,CW,44025 CW1,Day 2,Yes,55,55,191,38.2,Negative ,,,
7/13/2020,CW1,Nymph,NA,CW,44025 CW1,Day 3,Yes,55,48.9,258,32.3,Negative ,,,
7/13/2020,CW2,Adult,male,CW,44025 CW2,Day 1,No,0,0,0,0,Negative ,,,
7/13/2020,CW2,Adult,male,CW,44025 CW2,Day 2,No,0,0,0,0,Negative ,,,
7/13/2020,CW2,Adult,male,CW,44025 CW2,Day 3,No,0,0,0,0,Negative ,,,
7/13/2020,CW3,Nymph,NA,CW,44025 CW3,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
7/13/2020,CW3,Nymph,NA,CW,44025 CW3,Day 2,Yes,34,25,440,220,Positive,R. amblyommatis,,
7/13/2020,CW3,Nymph,NA,CW,44025 CW3,Day 3,Yes,55,48.2,396,79.2,Positive,R. amblyommatis,,
7/13/2020,CW4,Adult,female,CW,44025 CW4,Day 1,Yes,28,18.2,224,44.8,Negative ,,,
7/13/2020,CW4,Adult,female,CW,44025 CW4,Day 2,Yes,11,7.3,70,17.5,Negative ,,,
7/13/2020,CW4,Adult,female,CW,44025 CW4,Day 3,No,0,0,0,0,Negative ,,,
7/13/2020,CW5,Nymph,NA,CW,44025 CW5,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
7/13/2020,CW5,Nymph,NA,CW,44025 CW5,Day 2,Yes,55,49,53,17.7,Positive,R. amblyommatis,,
7/13/2020,CW5,Nymph,NA,CW,44025 CW5,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
7/13/2020,CW6,Nymph,NA,CW,44025 CW6,Day 1,Yes,55,55,6,3,Positive,R. amblyommatis,,
7/13/2020,CW6,Nymph,NA,CW,44025 CW6,Day 2,Yes,55,53.7,401,57.3,Positive,R. amblyommatis,,
7/13/2020,CW6,Nymph,NA,CW,44025 CW6,Day 3,Yes,30,16,98,32.7,Positive,R. amblyommatis,,
7/13/2020,CW7,Adult,male,CW,44025 CW7,Day 1,Yes,55,31.6,282,56.4,Negative ,,,
7/13/2020,CW7,Adult,male,CW,44025 CW7,Day 2,Yes,49,42,110,22,Negative ,,,
7/13/2020,CW7,Adult,male,CW,44025 CW7,Day 3,Yes,55,27.3,8,2.7,Negative ,,,
7/13/2020,CW8,Nymph,NA,CW,44025 CW8,Day 1,Yes,55,29,4,2,Positive,R. amblyommatis,,
7/13/2020,CW8,Nymph,NA,CW,44025 CW8,Day 2,Yes,55,33.1,246,35.1,Positive,R. amblyommatis,,
7/13/2020,CW8,Nymph,NA,CW,44025 CW8,Day 3,Yes,27,21,210,105,Positive,R. amblyommatis,,
7/13/2020,CW9,Adult,female,CW,44025 CW9,Day 1,Yes,55,33.5,44,11,Negative ,,,
7/13/2020,CW9,Adult,female,CW,44025 CW9,Day 2,Yes,55,54.7,32,10.7,Negative ,,,
7/13/2020,CW9,Adult,female,CW,44025 CW9,Day 3,No,0,0,0,0,Negative ,,,
7/13/2020,CW10,Adult,female,CW,44025 CW10,Day 1,Yes,55,55,29,29,Negative ,,,
7/13/2020,CW10,Adult,female,CW,44025 CW10,Day 2,Yes,26,26,2,2,Negative ,,,
7/13/2020,CW10,Adult,female,CW,44025 CW10,Day 3,No,0,0,0,0,Negative ,,,
7/13/2020,CW11,Adult,male,CW,44025 CW11,Day 1,No,0,0,0,0,Positive,R. amblyommatis,,
7/13/2020,CW11,Adult,male,CW,44025 CW11,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
7/13/2020,CW11,Adult,male,CW,44025 CW11,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
7/13/2020,CW12,Adult,female,CW,44025 CW12,Day 1,Yes,55,46.5,16,8,Positive,R. amblyommatis,,
7/13/2020,CW12,Adult,female,CW,44025 CW12,Day 2,Yes,55,45.8,103,20.6,Positive,R. amblyommatis,,
7/13/2020,CW12,Adult,female,CW,44025 CW12,Day 3,No,0,0,0,0,Positive,R. amblyommatis,,
7/13/2020,CW13,Nymph,NA,CW,44025 CW13,Day 1,Yes,55,55,18,4.5,Positive,R. amblyommatis,,
7/13/2020,CW13,Nymph,NA,CW,44025 CW13,Day 2,No,0,0,0,0,Positive,R. amblyommatis,,
7/13/2020,CW13,Nymph,NA,CW,44025 CW13,Day 3,Yes,55,49.3,86,28.7,Positive,R. amblyommatis,,
7/13/2020,CW14,Adult,female,CW,44025 CW14,Day 1,Yes,55,34.7,15,5,Negative ,,,
7/13/2020,CW14,Adult,female,CW,44025 CW14,Day 2,Yes,30,15.5,31,15.5,Negative ,,,
7/13/2020,CW14,Adult,female,CW,44025 CW14,Day 3,No,0,0,0,0,Negative ,,,
